,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/23/2013,Colgate,L 10 - 13,10,5,15,35,16,33,24,8,11,25,1,30,"3,600",13,12
1,02/26/2013,Vermont,W 13 - 8,13,12,25,48,29,31,11,14,10,25,6,210,"3,600",8,6
2,03/02/2013,"Georgetown @ DALLAS, TEXAS",L 9 - 10,9,7,16,38,26,36,7,5,9,22,2,120,"3,600",10,14
3,03/09/2013,Robert Morris,W 11 - 9,11,6,17,41,23,28,22,11,12,23,2,90,"3,600",9,7
4,03/18/2013,@ North Carolina,L 5 - 13,5,3,8,23,16,24,23,6,7,22,5,330,"3,600",13,21/
5,03/23/2013,Harvard,L 6 - 9,6,3,9,30,19,22,12,7,6,18,3,180,"3,600",9,10
6,03/26/2013,@ Hofstra,L 9 - 11,9,4,13,44,23,35,7,5,13,24,5,270,"3,600",11,7
7,03/30/2013,@ Cornell,L 5 - 21,5,2,7,20,13,18,18,6,10,29,4,240,"3,600",21/,9
8,04/06/2013,@ Yale,L 5 - 7,5,3,8,19,11,28,20,9,7,16,2,120,"3,600",7,11
9,04/09/2013,Hartford,L 7 - 8,7,2,9,44,22,31,17,8,11,19,2,120,"3,600",8,15
10,04/13/2013,Princeton,W 10 - 9,10,5,15,33,18,19,14,8,7,23,3,240,"3,600",9,10
11,04/20/2013,@ Penn,L 2 - 11,2,1,3,30,12,24,17,5,6,16,4,210,"3,600",11,14
12,04/23/2013,@ Holy Cross,L 10 - 11,10,7,17,31,24,34,17,11,12,24,2,90,"3,600",11,11
13,04/27/2013,Brown,L 7 - 8 (3OT),7,4,11,45,26,36,17,12,13,21,2,120,"4,421/",8,17
