,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/02/2013,@ High Point,W 12 - 10,12,1,13,46,26,52/,12,8,14,26,3,90,"3,600",10,12
1,02/09/2013,Bucknell,L 8 - 9,8,3,11,30,19,29,14,6,13,21,5,240,"3,600",9,10
2,02/16/2013,Loyola Maryland,L 8 - 9,8,4,12,38,19,36,19,9,14,21,2,90,"3,600",9,14
3,02/23/2013,@ Mt. St. Mary's,L 12 - 15,12,6,18,43,25,27,10,6,15,31,5,180,"3,600",15,9
4,03/02/2013,@ Villanova,L 9 - 14,9,5,14,27,17,30,19,8,14,27,3,180,"3,600",14,16
5,03/05/2013,@ Lafayette,W 11 - 9,11,5,16,37,26,42,11,3,11,24,12/,450,"3,600",9,12
6,03/09/2013,Binghamton,L 8 - 9,8,4,12,26,16,27,19,8,8,21,6,300,"3,600",9,16
7,03/16/2013,Hofstra,L 5 - 10,5,3,8,29,19,35,16,8,14,18,5,300,"3,600",10,8
8,03/22/2013,Towson,L 6 - 7 (1OT),6,2,8,27,19,27,11,8,8,16,6,330,"3,735",7,11
9,03/30/2013,@ Drexel,L 10 - 11,10,5,15,32,16,28,18,8,15,25,3,180,"3,600",11,9
10,04/03/2013,@ Marist,W 8 - 7,8,2,10,28,20,39,17,9,10,18,1,30,"3,600",7,10
11,04/06/2013,Michigan,W 12 - 5,12,6,18,35,27,36,7,12,9,20,4,180,"3,600",5,13
12,04/13/2013,@ Saint Joseph's,W 11 - 6,11,6,17,40,24,32,12,4,16,21,2,90,"3,600",6,12
13,04/20/2013,Penn St.,L 7 - 13,7,3,10,41,21,32,11,6,12,24,5,180,"3,600",13,10
14,04/26/2013,@ Massachusetts,L 8 - 16,8,4,12,31,20,28,23/,7,11,27,3,180,"3,600",16,15
