,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/16/2013,Sacred Heart,W 14 - 9,14,5,19,43,25,36,16,5,12,25,3,180,"3,598",9,12
1,02/23/2013,Princeton,L 7 - 10,7,5,12,33,13,23,13,2,8,18,7,360,"3,600",10,8
2,02/26/2013,@ Fairfield,W 9 - 2,9,4,13,40,22,26,8,9,6,14,5,300,"3,600",2,8
3,03/02/2013,Harvard,W 10 - 5,10,4,14,31,19,36,13,7,12,17,4,240,"3,600",5,6
4,03/09/2013,@ Notre Dame,W 8 - 7,8,3,11,33,19,25,17,2,12,18,1,60,"3,600",7,11
5,03/16/2013,@ Delaware,W 10 - 5,10,4,14,31,18,23,13,6,4,18,7,300,"3,600",5,14
6,03/19/2013,@ St. John's (NY),L 6 - 7,6,4,10,41,25,22,7,5,7,15,2,90,"3,593",7,10
7,03/23/2013,Drexel,L 7 - 8 (3OT),7,5,12,51,19,19,10,3,11,20,3,180,"4,140/",8,16
8,03/26/2013,Dartmouth,W 11 - 9,11,6,17,26,18,26,14,4,11,24,6,300,"3,600",9,14
9,03/30/2013,@ Towson,L 6 - 7,6,2,8,42,25,29,10,6,11,16,4,180,"3,600",7,11
10,04/06/2013,"Saint Joseph's @ Folsom, Pa.",W 13 - 1,13,7,20,39,28,26,8,1,7,15,5,270,"3,600",1,13
11,04/13/2013,North Carolina,L 5 - 14,5,3,8,28,18,27,12,4,9,22,7,330,"3,600",14,17
12,04/20/2013,Massachusetts,L 8 - 9,8,3,11,33,21,24,11,8,7,20,8,390,"3,600",9,17
13,04/27/2013,Penn St.,L 7 - 16,7,1,8,36,21,28,7,3,11,25,4,210,"3,600",16,7
