,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/09/2013,@ Michigan,W 11 - 6,11,7,18,57/,30,44,16,4,15,20,3,210,"3,600",6,12
1,02/17/2013,"Denver @ Jacksonville, Fla.",W 15 - 12,15,4,19,42,27,29,7,4,16,31,4,240,"3,600",12,10
2,02/24/2013,Notre Dame,L 9 - 10 (1OT),9,3,12,34,19,27,19,10,11,21,3,150,"3,746",10,10
3,03/02/2013,Ohio St.,L 9 - 10 (1OT),9,5,14,28,17,32,16,7,11,22,2,60,"3,840",10,9
4,03/09/2013,"Lehigh @ Chester, Pa.",L 10 - 12,10,8,18,32,21,32,14,6,17,24,6,330,"3,600",12,7
5,03/16/2013,@ Massachusetts,W 7 - 5,7,3,10,32,21,18,9,4,7,16,2,120,"3,600",5,16
6,03/19/2013,@ Binghamton,W 11 - 7,11,3,14,31,23,25,11,3,10,22,5,210,"3,600",7,17
7,03/23/2013,Saint Joseph's,W 9 - 2,9,2,11,34,23,32,18,14/,10,15,3,150,"3,600",2,9
8,03/26/2013,@ Bucknell,W 11 - 3,11,7,18,28,17,27,17,14/,10,17,4,180,"3,600",3,14
9,03/30/2013,@ Villanova,W 7 - 6,7,3,10,24,16,23,17,1,11,17,2,90,"3,600",6,16
10,04/06/2013,Drexel,W 13 - 6,13,7,20,47,27,30,9,9,10,22,1,30,"3,600",6,13
11,04/13/2013,Towson,W 10 - 8,10,7,17,33,21,27,13,9,10,20,3,150,"3,600",8,9
12,04/20/2013,@ Delaware,W 13 - 7,13,7,20,37,23,33,12,7,12,24,3,150,"3,600",7,14
13,04/27/2013,@ Hofstra,W 16 - 7,16,6,22,36,23,36,10,3,14,25,2,120,"3,600",7,14
14,05/01/2013,Massachusetts,W 10 - 7,10,2,12,41,20,30,12,10,8,21,3,210,"3,600",7,11
15,05/03/2013,Towson,L 10 - 11,10,6,16,35,22,33,15,9,19,24,2,60,"3,600",11,6
16,05/11/2013,Yale,L 7 - 10,7,2,9,35,17,36,19,12,13,20,5,210,"3,600",10,14
