,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/09/2013,Bellarmine,L 8 - 9,8,5,13,31,21,26,17,9,8,21,4,210,"3,600",9,15
1,02/16/2013,UMBC,W 12 - 9,12,7,19,32,20,31,25,15,10,25,5,210,"3,600",9,13
2,02/23/2013,Detroit Mercy,W 9 - 5,9,6,15,35,19,39,21,15,5,14,8,390,"3,600",5,10
3,03/02/2013,Drexel,L 12 - 13,12,7,19,28,20,28,12,7,8,29,4,180,"3,600",13,14
4,03/09/2013,@ Dartmouth,L 9 - 11,9,4,13,24,16,30,29/,10,11,23,3,150,"3,600",11,12
5,03/12/2013,@ Jacksonville,W 11 - 6,11,4,15,44,28,26,11,3,8,21,7,270,"3,600",6,14
6,03/17/2013,Hobart and William Smith,W 16 - 12,16,9,25,49,28,43,14,12,18,31,7,390,"3,600",12,9
7,03/23/2013,"St. John's (NY) @ Malvern, Pa.",L 11 - 17,11,7,18,45,26,32,16,13,12,31,12/,690,"3,600",17,7
8,03/30/2013,Wagner,W 22 - 6,22/,15/,37/,44,28,44,16,18/,14,31,3,150,"3,600",6,7
9,04/06/2013,@ Bryant,L 11 - 15,11,6,17,46,29,27,5,8,8,30,4,180,"3,600",15,15
10,04/14/2013,Mt. St. Mary's,W 12 - 11,12,7,19,38,22,33,10,10,4,23,3,180,"3,600",11,11
11,04/20/2013,@ Sacred Heart,L 13 - 14,13,7,20,35,23,27,18,14,9,30,9,480,"3,600",14,9
12,04/27/2013,Quinnipiac,W 9 - 7,9,6,15,43,24,32,7,5,8,18,2,120,"3,600",7,7
13,05/02/2013,"Quinnipiac @ Smithfield, RI",W 15 - 14,15,9,24,49,31,43,14,15,10,32,6,240,"3,600",14,12
14,05/04/2013,@ Bryant,L 7 - 14,7,3,10,25,18,26,12,15,4,25,6,330,"3,600",14,12
