,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/10/2013,@ Duke,L 9 - 21,9,5,14,38,21,33,21,4,16,33,3,240,"3,600",21,7
1,02/17/2013,"Ohio St. @ Jacksonville, Fla.",L 6 - 9,6,3,9,24,15,21,18,4,10,19,3,150,"3,600",9,9
2,03/02/2013,High Point,W 9 - 8,9,4,13,34,22,29,14,10,11,21,6,300,"3,600",8,13
3,03/09/2013,Marquette,W 13 - 7,13,6,19,42,28,31,9,9,13,23,5,270,"3,600",7,10
4,03/12/2013,Robert Morris,L 6 - 11,6,5,11,39,20,34,15,7,13,21,7,330,"3,600",11,17
5,03/16/2013,Siena,W 11 - 10 (1OT),11,7,18,41,28,36,12,14,11,25,1,60,"3,741",10,10
6,03/23/2013,@ Manhattan,W 10 - 7,10,5,15,36,24,43,12,9,10,18,5,240,"3,600",7,11
7,03/30/2013,Detroit Mercy,W 9 - 8 (1OT),9,4,13,26,19,34,21,9,11,20,4,210,"3,719",8,9
8,04/06/2013,@ VMI,W 13 - 8,13,8,21,42,33,35,17,12,13,25,6,300,"3,600",8,15
9,04/13/2013,Marist,L 11 - 14,11,7,18,35,24,30,14,13,13,28,6,270,"3,600",14,18
10,04/20/2013,@ Canisius,W 11 - 10,11,8,19,28,17,28,16,9,7,24,4,210,"3,600",10,10
11,04/27/2013,@ Mercer,W 12 - 9,12,7,19,47,32,38,6,8,12,25,1,60,"3,600",9,12
12,05/03/2013,"Siena @ Buffalo, N.Y.",L 8 - 11,8,5,13,42,21,21,10,6,10,22,5,300,"3,600",11,4
