,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/23/2013,Quinnipiac,L 7 - 9,7,6,13,48,27,35,17,11,8,20,1,30,"3,600",9,6
1,03/02/2013,@ Massachusetts,W 9 - 8 (1OT),9,8,17,47,24,18,10,6,3,20,3,120,"3,676",8,8
2,03/06/2013,@ Hartford,W 14 - 4,14,5,19,37,25,37,15,5,15,22,2,60,"3,600",4,11
3,03/09/2013,Saint Joseph's,W 17 - 9,17,10,27,46,27,32,9,10,14,29,9/,360,"3,600",9,12
4,03/16/2013,Harvard,W 11 - 9,11,7,18,30,20,25,14,13,5,24,4,180,"3,600",9,15
5,03/24/2013,@ High Point,W 21 - 8,21/,9,30,50,37/,36,15,6,19,32,6,300,"3,519",8,12
6,03/27/2013,@ North Carolina,L 12 - 18,12,8,20,37,26,40,19,6,14,34/,3,90,"3,600",18,11
7,03/30/2013,@ Princeton,L 8 - 15,8,4,12,31,19,33,16,3,12,27,2,60,"3,600",15,12
8,04/06/2013,Penn,L 3 - 10,3,3,6,29,18,26,21,10,4,16,4,210,"3,600",10,6
9,04/12/2013,@ Yale,L 8 - 11,8,8,33,17,2,24,19,7,9,20,7,330,"3,600",11,8
10,04/16/2013,@ Providence,W 7 - 6,7,4,11,35,20,27,25/,15,7,17,2,120,"3,600",6,13
11,04/20/2013,Cornell,L 7 - 13,7,4,11,32,17,24,20,13,5,24,5,270,"3,600",13,16
12,04/23/2013,@ Bryant,W 8 - 7,8,6,14,34,22,27,16,9,3,18,5,180,"3,600",7,8
13,04/27/2013,@ Dartmouth,W 8 - 7 (3OT),8,4,12,47,25,30,16,9,8,21,2,60,"4,421/",7,19
