,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/23/2013,@ Ohio St.,L 8 - 18,8,2,10,27,12,28,15,2,14,30,5,270,"3,600",18,9
1,03/02/2013,@ Air Force,W 8 - 6,8,4,12,24,16,22,16,5,3,16,2,240,"3,600",6,14
2,03/09/2013,@ Jacksonville,L 7 - 13,7,7,14,31,17,26,19,4,10,23,2,120,"3,600",13,15
3,03/12/2013,@ Mercer,W 14 - 11,14,11,25,35,25,39,12,11,9,29,4,180,"3,593",11,7
4,03/16/2013,@ Saint Joseph's,L 7 - 12,7,2,9,23,15,26,16,6,7,23,2,60,"3,600",12,9
5,03/29/2013,@ Georgetown,L 12 - 17,12,8,20,33,20,33,16,14,9,32,6,330,"3,600",17,9
6,04/02/2013,"Notre Dame @ Wilmette, Ill.",L 5 - 17,5,2,7,20,11,25,18,3,15,25,2,120,"3,600",17,7
7,04/05/2013,@ Denver,L 4 - 15,4,2,6,24,14,29,15,8,12,23,2,120,"3,600",15,5
8,04/13/2013,@ High Point,W 14 - 6,14,6,20,36,29,25,11,4,10,22,9,450,"3,600",6,17
9,04/20/2013,Detroit Mercy,W 14 - 9,14,7,21,33,23,37,15,5,13,27,3,120,"3,600",9,11
10,04/23/2013,@ Bellarmine,W 9 - 8 (1OT),9,6,15,34,24,26,13,7,10,21,2,60,"3,840",8,9
11,04/27/2013,@ St. John's (NY),L 10 - 15,10,3,13,38,25,35,12,7,14,28,5,210,"3,600",15,13
12,05/05/2013,Duke,L 3 - 19,3,2,5,30,13,29,21,3,13,25,2,60,"3,600",19,8
