,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/16/2013,@ Georgetown,W 11 - 10 (1OT),11,8,19,38,21,32,18,9,12,25,2,120,"3,638",10,16
1,02/19/2013,Stony Brook,L 10 - 12,10,2,12,40,19,31,11,2,13,25,9,360,"3,600",12,10
2,02/23/2013,@ Manhattan,L 7 - 11,7,3,10,41,17,31,18,5,13,20,3,120,"3,600",11,11
3,02/26/2013,@ Wagner,W 13 - 9,13,11,24,37,23,28,22,11,16,25,4,210,"3,600",9,16
4,03/02/2013,Marist,L 5 - 8,5,4,9,21,12,17,19,9,3,17,3,180,"3,600",8,16
5,03/05/2013,Delaware,L 9 - 11,9,5,14,28,21,25,14,5,13,24,9,450,"3,600",11,15
6,03/09/2013,@ Navy,L 11 - 12,11,7,18,33,24,33,17,7,12,26,2,120,"3,600",12,13
7,03/16/2013,Bucknell,L 6 - 13,6,4,10,27,16,24,19,3,15,23,3,150,"3,600",13,12
8,03/23/2013,@ Army West Point,L 6 - 15,6,1,7,24,13,35,26,3,12,26,3,180,"3,600",15,10
9,03/27/2013,@ High Point,W 10 - 9 (2OT),10,3,13,33,20,24,27/,5,10,22,3,150,"4,036/",9,15
10,04/06/2013,Holy Cross,L 10 - 11,10,3,13,34,21,31,18,1,13,25,1,30,"3,600",11,13
11,04/13/2013,Colgate,L 10 - 14,10,5,15,34,17,29,17,4,7,27,2,120,"3,600",14,14
12,04/20/2013,@ Lehigh,L 5 - 14,5,4,9,36,18,28,17,5,12,23,3,120,"3,600",14,9
